index_code,con_code,trade_date,weight,stock_name
000004.SZ,2975.SZ,20250930,1.9548891542397322,深证股票047
000004.SZ,2272.SZ,20250930,1.1204139100849504,深证股票048
000004.SZ,3819.SZ,20250930,1.4998998997078976,深证股票049
000004.SZ,3249.SZ,20250930,1.833534031199251,深证股票050
000004.SZ,2278.SZ,20250930,1.9515056231980463,深证股票051
000004.SZ,2058.SZ,20250930,2.7995318212884253,深证股票052
000004.SZ,3263.SZ,20250930,1.5405862648150408,深证股票053
000004.SZ,000158.SZ,20250930,0.9904674967665275,深证股票054
000004.SZ,000357.SZ,20250930,1.2571753402931078,深证股票055
000004.SZ,2993.SZ,20250930,1.1976675252357185,深证股票056
000004.SZ,2918.SZ,20250930,2.9414693286117224,深证股票057
000004.SZ,000756.SZ,20250930,0.9498126319777953,深证股票058
000004.SZ,2141.SZ,20250930,0.5515804288926239,深证股票059
000004.SZ,2813.SZ,20250930,1.343742103770343,深证股票060
000004.SZ,2307.SZ,20250930,1.8584949402087931,深证股票061
000004.SZ,000960.SZ,20250930,2.554267277694082,深证股票062
000004.SZ,000349.SZ,20250930,2.6161165132122997,深证股票063
000004.SZ,000059.SZ,20250930,2.0892095061690656,深证股票064
000004.SZ,000024.SZ,20250930,2.5752735568151515,深证股票065
000004.SZ,3436.SZ,20250930,2.74563655353535,深证股票066
000004.SZ,2084.SZ,20250930,1.7842572084155757,深证股票067
000004.SZ,000202.SZ,20250930,0.7842495060569332,深证股票068
000004.SZ,000912.SZ,20250930,2.221625242346263,深证股票069
000004.SZ,000938.SZ,20250930,1.9875865207480776,深证股票070
000004.SZ,3552.SZ,20250930,2.5511026349666817,深证股票071
000004.SZ,3112.SZ,20250930,1.4877928339124746,深证股票072
000004.SZ,000272.SZ,20250930,1.8967861744300971,深证股票073
000004.SZ,000647.SZ,20250930,2.651837529311021,深证股票074
000004.SZ,2307.SZ,20250930,2.5378743113847784,深证股票075
000004.SZ,2775.SZ,20250930,2.8163982373665206,深证股票076
000004.SZ,2049.SZ,20250930,2.646147776206792,深证股票077
000004.SZ,2244.SZ,20250930,0.6572086401124719,深证股票078
000004.SZ,000697.SZ,20250930,2.764945665016357,深证股票079
000004.SZ,2587.SZ,20250930,1.4079670930136847,深证股票080
000004.SZ,2307.SZ,20250930,2.473722400356388,深证股票081
000004.SZ,000910.SZ,20250930,2.026876236249716,深证股票082
000004.SZ,000174.SZ,20250930,0.9877403155524376,深证股票083
000004.SZ,2252.SZ,20250930,0.6667909554095108,深证股票084
000004.SZ,000351.SZ,20250930,2.473079846747237,深证股票085
000004.SZ,000956.SZ,20250930,2.2444115384981913,深证股票086
000004.SZ,3759.SZ,20250930,2.7840989045650204,深证股票087
000004.SZ,2735.SZ,20250930,2.2289544130707357,深证股票088
000004.SZ,000307.SZ,20250930,1.110884701034448,深证股票089
000004.SZ,3775.SZ,20250930,0.7589257647592962,深证股票090
000004.SZ,000472.SZ,20250930,0.7114086690632184,深证股票091
000004.SZ,2855.SZ,20250930,1.7830283091301953,深证股票092
000004.SZ,2871.SZ,20250930,1.1982769050164053,深证股票093
000004.SZ,000348.SZ,20250930,0.5214700990390115,深证股票094
000004.SZ,000662.SZ,20250930,1.601308504730124,深证股票095
000004.SZ,000908.SZ,20250930,0.5957981669534931,深证股票096
000004.SZ,2240.SZ,20250930,2.124995046484637,深证股票097
000004.SZ,2203.SZ,20250930,2.847656417141735,深证股票098
000004.SZ,3528.SZ,20250930,1.0177145766257254,深证股票099
000004.SZ,3053.SZ,20250930,2.3275176441135748,深证股票100
